Review,Score
"It's boring. Gave up after 20 mins. Like so many Netflix USA shows this year it's all style and no substance. Maybe you should spend next years production budget in Europe and Asia as they seem too make the best shows.... Adolescent, toxic town the leopard. Most of your viewers are now outside the US...maybe consider this.",1
"The aesthetic was nice, the production was good, the acting was actually pretty decent.
All of this is let down by the horrible plot and non-existient character development. You can really feel it was a shallow YA novel that was adapted into a very ""paint-by-numbers"" adaptation with zero tension or impact. It's hard to enjoy the movie when an increasingly larger part of my brain was constantly screaming how stupid everything was, from the premise to the world to the battle scenes to the characters.",1.5
A blast from start to finish. This is bubblegum silliness at its best. There is depth to the story and quirkiness to the characters and fantastic special effects. I don’t know what people who are complaining are looking for. This does what it sets out to do and does it well.,5
"What was there not to like? I went in with low expectations because of the ""professional"" opinions. It was different. Great visuals. It was funny. If they had killed my favorite character (who was not one of the main characters) maybe I would be writing a different review but I don't think so. Some of the reviews I have read feel like they were written by people who watched a different movie than I did. ",5
"I found this film a satisfying and enjoyable watch.  The story was pretty simple but still enough to hold my attention.  I enjoy action films with a bit of levity and this delivers a few nice lighthearted moments.  The acting was good and I would say people should give this a go an ignore the negative critics ratings.  You can always quit partway through if it doesn't appeal, but I think you might be surprised.",4
"Just a fun watch for a Saturday night. It's an interesting premise with a bunch of funny subtle references, lots of comedy and action, and good acting. I never listen to the critics, just check out the Academy awards for the past 10 years.",4.5
It was fun and interesting. Fall Out vibes with a 90's twist. Funny and a decent message.,5
"The author of ""The Electric State"" Simon Stalenhag gave his approval for the film as did the audience as you can see. I specifically love the performances of the dynamic duo Millie Bobby Brown & Chris Pratt, I feel theses two really shined in this film together, I would love to see this duo in another film. ",5
"Well, I must have watched a different movie than the rest of these reviewers, but then I wasn't expecting more than to be entertained for a couple of hours with some mindless meaningless fun.... And that's what I got. So if you're expecting Tolstoy or Shakespeare then you will be sadly disappointed. This is more like top gun. It's popcorn for the soul.",4.5
"Entretenida con mas pretensiones que lo que finalmente consigue, la historia esta bien pero no consigue enganchar.",3.5
Fun movie for a time where life can be overwhelming!,4.5
"This movie is so chalk full of clichés that it could be best utilized as a drinking game and far less as an actual movie to sit and watch. The script is surprisingly bad. That said, the visuals are very good, but that alone can only carry your interest so long while so many other elements seemed designed to annoy. ",1
I have no idea why the critics canned this.  It had a strange 2nd act when we meet the doctor with glasses but the rest was funny and engaging.,5
"Soulless, actorless, plotless, storyless, targetless, innovationless, characterless, pathosless. GPT made.",0.5
I don’t understand all the hate either. Is it a classic? No. Is it predictable? Yes. Is it enjoyable? Definitely! Is it a waste of time? Not at all. Should you watch it? Yes. ,5
"Another Robopoclypse Epic...This made-for-tv Netflix movie based on an old graphic novel...It's ambitious, and not as bad as everyone says it is ...But it's not good either...The problem really here is with the script.  This stuff is too predictable; too passe. And way too CUTESY...And a couple cool sequences here and there don't save it.  (For a much better take on this subject try last year's Creator; that was brilliant!)",2
"Fun movie, mixed 90s references with some post apocalyptic fun. Made pretty well. Not sure why movie critics have a job anymore, they are mostly out of touch with the fans.",5
"I could barely watch up until the middle, but then just gave up. It's so extremely boring and so disappointingly empty, despite basing off the great original work of Simon Stålenhag.",0.5
" Visually, it was very entertaining. 
The Storyline felt predictable, but special moments sprinkled throughout pulled it forward.
I found it difficult to emotionally connect with the ribots' plight, so I watched solely for entertainment...and it delivered.",4
"Would have been a much better watch had they not cast Chris Pratt. Absolute movie killer, takes you right out of it. ",1.5
"Ok so there aren't Oscars happening here (do you really want to go to the cinema always and feel like your heart is broken?) but omg what a popcorn chomping, coke guzzling throwback to the 80's/90's this movie is!! It's got a good story, it keeps you entertained and it is FUN! ",5
"made an account just to say how dogshit this adaptation was. the source material had so much great sceneries and robot designs, then the russo brothers turned it into a bland netflix slop",0.5
"The Electric State"" is a visually stunning, emotionally gripping film that delivers exactly what it sets out to—a fun, immersive, and nostalgic journey through a uniquely crafted world. I watched it last night, and it was everything a great movie should be: entertaining, heartfelt, and visually mesmerizing. If you grew up in the '90s, the soundtrack alone is enough to hit you with waves of nostalgia, pulling you deeper into the film’s atmosphere.

Critics, once again, have completely missed the point. Instead of appreciating the film’s artistry, emotional depth, and world-building, they’ve nitpicked over superficial details, as if every movie has to fit into some rigid, formulaic structure to be considered 'good.' Their inability to engage with films outside of their usual criteria only exposes how disconnected they are from actual audiences.

Ignore the critics. This is a film worth experiencing for yourself. It’s the kind of movie that reminds you why you fell in love with cinema in the first place.",5
"The producers should be commended for trying to give us something new rather than another remake, sequel, prequel, or origin story of a tired intellectual property that ran its course 3 or 4 films ago. I have been a fan of Simon Stålenhag's artwork for several years now and thought the film was able to bring out his artistic vision. There are certainly some plot holes, but it is enjoyable as long as you allow for some suspension of disbelief.",4
"I haven’t read the graphic novel and sometimes it helps to be unprepared, as you’re less likely to have narrow expectations. I had read the terrible critic reviews and was pleasantly surprised. The movie is imaginative and magical. It really looks amazing. The story is wonderful and I felt immersed in this parallel universe. It is also funny and a good, family movie. I thought the cast was great! Millie really added to the nostalgic energy to what felt like could be a classic movie. I do wonder if the directors rushed certain elements which meant it just fell short of accomplishing it. I do hope there will be a sequel. ",4
"I just finished, and I personally loved it like a lott. I would give it a solid 9.5/10🫶🏼 I cried, laughed, sang, danced, and got angry at some of the characters, and it was amazing❤️‍🩹❤️‍🩹 I don't understand why there is so much hate against this movie because it was amazing✨️",5
"It was an pretty good movie, CGI was great and acting was done pretty well, but it was a played out plot that you aren't going to remember anything about in 2 weeks",4
"This is an awesome movie that hits all the emotions: humor, sadness, anger, and empathy. 
The subtle allusions to what’s actually happening in the world are thought provoking. ",5
I am not sure why this movie has beat up by the critics. It has a solid plot and great effects. The cast is fantastic. I truly enjoyed the movie. I wonder sometimes do the critics watch the same movies I do?,4.5
This was probably the worst movie I have ever seen in my life. The fact that major movie stars were attached to this is astounding to me. Is distended and broken. Get a screenwriter and director who who's what the hell they're doing. Wow....just so horrible. ,0.5
"I honestly dont know why people say they dont like it, and make so big fuss about the budget... If you can do it for cheaper and better, please do.... 
I must say, I enjoyed the movie alot. I loved the robots, the creativity that was used, and the storyline. It was something different  that I liked, as it has been a while since a film has captivated me. Lately most films are all predictable and in the same line and boring. I did get all the humor and emotions and will definitely watch it again. Cudos to all involved making this film and the great actors!!! ",5
"Chriss and G are the only ones tried to save the movie......the girls acting is dumb and for some reason,the russo brothers saw it is good........very cringe,very not into character, dialogues doesn't feel deep with the characters,no deep connections or anything............she completely ruined the movie,every scene she's in,its horrible (and she's in the whole movie) ,the first 30mins are enough for people to walk out/quit watching the entire movie ",1
I loved this movie as a fan of robots i was so exited to watch it. loved the story a girl trying to save her brother from a big company i say this movie was 9/10 i would have liked to see more robots and more big ones and a bigger fight.,5
"I don’t understand why this film was so criticized. I found it to be a great movie, with a valuable message about connection in an increasingly individualistic and digitally immersed world. The reviews are positive, the actors’ performances are excellent, the cinematography is beautiful, and the film’s pacing is very well executed. For me, it’s a 10/10!",5
"Kids pooed themselves sadly, abysmal masterclass on how to throw away 320 million supposed dollars",0.5
Loved it! Gave me the fall out vibes. ,5
"What is going on with the critics? Really? Just because they decide to hate something they lose the good judgment, the story of the movie is interesting and the construction of the characters is well made, it’s not perfect but it’s not that bad, the visual effects are very convincing, give it a try! This movie won’t disappoint",4.5
Well this was terrible i wouldn't blame Russo brothers they are great this is just a very odd franchise to adaptation to live action ,0.5
This movie is dreadful. An outstanding cast except for Millie Bobby Brown. She is awful. Chris Pratt is his usual funny self. Everyone else tried but geez nothing can salvage this mess.,0.5
"I wasn't expecting much from it, but with it being a Russo Brothers film, and having an awesome cast, I figured I'd give it a chance.

It's nothing amazing, but it's actually a fun and entertaining movie! The story actually gets you a bit invested, and it kind of reminded me of a mix of Iron Giant and Ready Player One. CGI is really good, Chris Pratt and Millie Bobby Brown are great, and the supporting cast are awesome too. I especially loved Herman, who's voiced by Anthony Mackie, which i didn't realize until I saw the credits (obviously a VERY MCU cast, but great picks, of course).

Overall, worth a watch if you have some time and want to watch something on Netflix.",3.5
"I enjoyed the story and it was different from most live action movies currently. It had some good humor and decent battle scenes loaded with plenty of star power. For 2 hrs let go of taking yourself so serious and just get lost in a story about family, loss, humanity and good vs evil. Enjoy 😉 and don't pay attention to the ""critics"" if it we're left to them there'd be nothing to watch or it would just be repetitive material. The creative swings, even if misses would cease to exist.",4
"Loved the graphic novel, but this is a terrible adaptation with two awful ""actors."" $320 million wasted. ",0.5
Nie powiem że film jest jakiś super ekscytujący ale historia jest w miarę wciągająca i choć wiadomo praktycznie od początku co będzie dalej oraz jak się zakończy to jednak przyjemnie jest ją oglądać,4
"Not sure what the critics have been smoking, but this was a great sci-fi action movie. It also looks amazing. ",5
สนุกครับชอบถูกใจเลิฟ,5
"I Really enjoyed this movie! Great story that I have never see before. So many layers that it keeps you involved it the story that is being told. Top notch special effects. Well done to all that were involved in making this movie I would watch this again and I usually Never watch things twice.
Great work!!
It goes to show you the so called Top Critics Should Not be in the business of reviewing movies, Most of them don't know what they are talking about.",5
"T.E.S. is not really that good of a movie, but it is not as bad as some of the reviews suggest. Let's just say that the two hours it takes to watch the movie are not a waste of time, but they'll be two hours that you don't really feel any need to remember.",2.5
Critics are useless. Never follow their opinions.  ,5
My husband and I watched the movie last night. Despite the critics we thought it was pretty good. I have no complaints at all. It kept us entertained. ,5
I enjoyed this movie. The special effects are amazing. The robots look real. ,4.5
"Fun and absorbing throughout but touchy towards the end, but then the last scene suggests there might be a sequel. Hurrah!",3.5
That there is two hours I will never get back!!! (And this seems to be a bit of a backslide for Chris Pratt),2
"A movie whose greatest achievement is how effectively its creators eradicated the soul of the original work upon which it's based. The visual effects are pretty good too.

I don't know if it's too much botox or acting ability, but, Millie Bobby Brown does an incredible job of hiding the fact that emotions exist, with her entire range expressed through the volume of her voice.

Chris Pratt is, again, Chris Pratt. One time he's called upon to display something other than ""wise-cracking rogue with a heart of gold"" is flatter than an empty can stood on by an 80 feet tall robot.

Much the same goes for the rest of the humans, and I can only imagine that they were instructed to ""Play it exactly how you did in the thing that you're best known for.""

The original work (of the same title), is a subtle, beautiful, and beautifully haunting, thought provoking, mysterious, piece of art (well several pieces of art in fact). Like the best sci-fi it invites the reader to ask questions about the world in its pages and, ultimately, our own.

The only question Netflix's 'The Electric State' gets the viewer to ask is, ""How did they manage to miss the mark so widely?""

",1
"I was going to avoid this movie because of the terrible critical reviews. I’m glad I gave it a shot. The movie was very visual, and had some pretty impressive effects in it. The story was solid, and had funny and touching moments. The soundtrack was awesome and heavy on 90’s nostalgia. Altogether I would say the movie was really good and didn’t deserve a lot of the negative reviews it got. ",4
"Slow, formulaic, cliched, disjointed, and barely watchable. Chris Pratt appears to blow his lines several times, or delivers them poorly, it's hard to tell which. The directing is basic. The acting is subpar. Honestly, it's just not a very good movie.",2
"Me and my family watched the trailer and thought this was going to be a good movie, and we were so wrong. Everything about this movies is absolutely dog shart. I wish I could give this zero reviews. My family agreed that the writes of this movies were has high as a rocket. ",1
"Well shock, the paid critics are wrong again. This is a really good movie.!particularly loved the design of the bots and the world in general.
Chris and Millie are of course great and charming and work well together.
I’m sorry but if you can’t enjoy this movie get a different job. ",4.5
"Perfect movie to watch while cooking or scrolling through social media. Not bad, but there is something missing. Besides, such a big production shouldn’t have tired a theatrical release? ",3
"Slow pace, puerile dialogue but a nice visual style.",1
"The Electric State is a visually stunning film that delivers an immersive and creative experience. The design of the robots is nothing short of amazing, evoking a strong Fallout-like aesthetic that adds depth to the worldbuilding. The artistry and attention to detail in these visuals make the movie stand out, offering a post-apocalyptic feel that is both haunting and beautiful.

While the storyline has a few weaker points, the overall experience remains highly enjoyable. The film has strong rewatchability, with layers of detail that make each viewing rewarding. The Russo brothers did a great job bringing this unique vision to life, and I sincerely hope we see more films like this in the future—there simply aren’t enough of them.

If you're a fan of rich, atmospheric sci-fi with a touch of nostalgia, The Electric State is definitely worth watching.",5
Critics definitely  missed the mark on this one.  I haven't been able to disconnect and enjoy a movie like this in a while.  Yes the plot is pretty basic but connecting with the characters (Both human and robot) was very easy.  I really enjoyed the comedy and action this movie brings.   The critics just seem to want to hear the own voices rather than just sit down and enjoy a movie for what it is. ,4.5
"I don't get the negative reviews, especially the cridicts. Which isn't surprising since they hate about every movie. ",5
I find it sad that people who like this movie might not like the book.,0.5
"'The Electric State' is an incredibly formulaic sci-fi blockbuster that relies on spectacle rather than substance, delivering a pretty but hollow experience. ",2.5
"One of the film’s biggest weaknesses, however, is its antagonist. While the overarching conflict adds stakes to Michelle’s journey, the villain lacks a strong presence. Giancarlo Esposito, who plays a secondary antagonist, brings his usual gravitas to the role and is far more convincing than the film’s primary villain, making one wish he had more screen time or been given a more central role.

Chris Pratt delivers a surprisingly heartfelt performance, and his character’s bond with Herm is the heart of the movie. Their interactions add weight to the story and help ground the film in an emotional reality that keeps audiences engaged.

Woody Norman, in a supporting role, impressively steals scenes, at times overshadowing Millie Bobby Brown’s protagonist. While Brown gives a solid performance, Norman’s nuanced acting and screen presence elevate his character beyond expectations.

Despite some missteps, The Electric State is carried by strong performances and a well-crafted world. The film’s emotional core and striking visuals make it worth watching, even if it falters in villain execution and character balance.",3.5
"For once I can agree with the critics, skip this silly movie if you are older than 8. ",0.5
"My mom and I watched the movie and loved it!!! It has emotions, comedy and lots of action",5
"It was a surprising and real mix of genre, storytelling and visual impact. Reminiscent of the films from the 80s its graphic style is aimed at young people with adult overtones. I can understand why some people feel let down as it’s a bit of a ramble and some of the editing is quite jarring, but it’s still (somehow) completely believable. The actors are all fab, hold the story together well and, again, somehow you don’t lose track of what is happening. The cast of robots and ‘robot world’ are fantastic, unusual and well conceived. A sweet, nostalgic humorous with a large tasty twist of weird randomness. A good watch that perhaps needed a bit more consistency as sometimes it feels like three different films running at once, but super enjoyable nonetheless. 
",3.5
"Honestly, the plot for the first hour is a bit slow. Then, the character development is not explained enough and the ending is also not impressive. For the actors Millie Bobby Brown and Chris Pratt I admit they are really cool, but the rest are still lacking in acting, but this movie is still enjoyable to watch.",3.5
another demonstration that critics and people are very different. this film is fun and exciting and transports us to a dystopian world that allows us to unplug for 2 hours. transmitting the message that we should be more human,5
"Really good story, great visual, a little humour and moral
Perfect👌",4.5
This movie was actually really fun! I don’t understand why they made it PG-13 but it was great! I loved the choices for the actors. I don’t know why people are rating this poorly. It was a pleasant surprise that I enjoyed watching with my family.,4
Worst editing I’ve ever seen. Why cut away from your main star in mid dialogue every time they talk in the first 10 min of movie. So many expo dumps that dont even amount to making the world make sense. ,0.5
The negative reviews are crazy. This setting is amazing. And the acting is an all-star line up. Makes me want to play the RPG,5
"I'd been looking forward to this and was hoping that Simon Stålenhag's morbidly fascinating post apocalyptic images would provide a haunting background for what I had read was to be  Michelle's quest to find her brother, but the opportunity was thrown away to showcase the undeniably good  robot designs, CGI and routine battles.  The storyline, such as it is, was poorly supported with little or no background to the introduction and rise to ubiquity of Neurocasters and what they allowed one to do (except perhaps make the wearer look like a giant anteater with an iPhone strapped to it's nose.  I'm guessing it locks you into a permanent recurring Netflix subscription into the next century or possibly listening to the Electric State's dismal music score again.  I knew it was the ultimate evil as soon as I saw one.  Anyway, on the bright side, this movie almost certainly wins at least one award: The credits run for a fraction under fifteen minutes and reveal that the budget allowed the producers to hire everyone in California although they feel twice as long since the director seems to have opted to use music rescued from the sound editor's  waste bin.  Combine end credits from The Longest Day, Star Wars (pick any three)  Lord of the Rings Return of the King, The Poseidon Adventure and any two of the Godfather epics. Throw in  Lawrence Of Arabia for good measure and you'll get an idea of the ordeal that awaits those determined to see it through to the end.",2.5
It was a fun watch. I enjoyed the style and effects of the world. ,4
"The Electric State was released on Netflix and a limited run in theatres on March 14th, 2025. It stars Christopher Pratt, Millie Bobby Brown, and others in another alternate universe film. A robot revolt took place years ago and now humanity has become addicted to a VR type machine. Brown must travel to a Mad Max type area to both save her brother and free humanity. The Electric State, for me at least, was a fun movie. Yes, it has the classic sci-fi tropes of plucky underdog, rebellion versus the empire themes etc., but it's still entertaining. Brown is miscast, she plays a teenager lol, but both she and Pratt do a good job and the CGI is largely impressive. Add in a decent soundtrack, some funny moments, and few exciting action scenes and you get a good but not great movie that is certainly worth a watch.",4
Don’t let the paid critics GASLIGHT you . Fun stuff — it’s what movies are about: imagination and adventure. Should be on a big screen.,4.5
"I thought it was bueatifully made, my daughter hates movies as a 16 yr old and immediately was drawn into it. It was magical and tragic at the same time. There was bravery, comradery, multiple point of views, all around enticing movie. Plus the ending giving way to a possible 2nd movie and overall happy ending. I loved it and my whole family fully enjoyed it. There doesn't always have to be some major deep hidden meaning. It's nice to just have a good movie for once that is actually different but family friendly. Yes most movies have similar aspects to them, but it doesn't make them slop. Your perception I guess is what makes it good or bad or if your just in the moment for entertainment. We cant wait to see it again!",4
"Although the storyline does take a lot of cut and paste from several different dystopian movies along with some influences from Marvel and certainly a nod to Star Wars with Chris Pratt dressing and acting like Han Solo, this film is a great adventure for young children and adult nerds such as myself. It has the capability to be a cult classic one day along side Alita battle angel for future generations. It was  also great to see a 90s theme rather than the tired 80s we keep seeing within films. ",3.5
"Not terrible but borrows heavily from other, better, movies, Ready Player One comes to mind. The story is very simplistic as it often goes with these types of stories.",3
"The acting is (unsurprisingly) atrocious. Stanley Tucci and Ke Huy Quan should of said no to this movie. Millie... just be yourself.
Chris Pratt... fair enough. You did your best",1
"The Movie is not as bad as the so called critics want to make it.
Its a fine SiFi Movie that can entertain for 2 Hours.
Not Great, not bad, its fine.",4.5
"I enjoyed it, it was fun.",5
👌🏼 excellent. Critic's have it wrong bigtime.,5
I thought it was a fun and quirky movie.  I don't know why the critics are so hard on it.,5
"This interesting take on an ""us vs. them"" robot movie had a refreshing story and was just good entertainment for the entire family. A refreshing Netflix movie without the junk included.",5
"Visually, it's just short of breathtaking but with such a poorly realized script, there's nothing for that beauty to adhere to. 

We jump right into the war and have no sense of what this world is, just a very narrow sliver that's curated to show only the negative. The only character that gets any development is Giancarlo Esposito, and that's only in the closing act. 

This could have worked as a TV series but 2 hours isn't enough time for the audience to care, or maybe the script wasn't good enough to do that job. 

If you like dystopian fiction, you might enjoy it. Otherwise, you can skip it. ",1.5
"This movie completely betrays the source material.  The book by Stalenhag was was beautifully dour, wrought with thoughtful, reflective melancholy.  It was dark, with themes of addiction that results in neurocaster users literally wasting away while they are plugged in... frighteningly relatable today.  My point is that it was a very adult book.

So what does the Hollywood circus parade of knuckleheads do?  They make a kids movie out of it.  If you are familiar with the source material, it is akin to turning Saving Private Ryan into a children's movie.  The score was also disjointed and so out of place at times that it completely removed me from the viewing experience, like being snapped out of a daydream.  It was really not done well.  And let's not forget the orchestral version of Journey's ""Don't Stop Believing"" getting yanked right out of The Wedding Singer for use in this film.  Of course, Adam Sandler is a Netflix indentured servant now, so...  anyway, I dare you to watch Electric State again and NOT think of the Wedding Singer when this bit of composition hits your ears.

Even as a stand alone movie, if you forget about the source material, it was poorly acted.  Brown is capable of being completely bland, and over acting, simultaneously.  Pratt should have been written as a hardened, broken, post-war vet.  Instead, we got the bits of Quill that were pulled out of the GoG script, with little mascot and all.  He looked disinterested.  I don't blame him though, he probably hated the script as much as me.

I gave it two stars because it was visually stunning.  I guess that's what $300 million gets ya.  I'm glad it was free on Netflix, because it was exceedingly disappointing.",2
"Don't listen to these so called ""critics"". This movie is amazing!",4.5
"Well, it's generic? Yes, but it definitely ISN'T bad. It's very well made, it has good perfomances, and the effects are amazing!! 8.5/10",4.5
"I thoroughly enjoyed the movie. It was well shot, which I found very impressive given all the CGI. The CGI was also really well done (like Davey Jones in Pirates of the Caribbean good). Well acted by Chris Pratt and Millie Bobbie Brown. Woody Harrelson does a good job voicing Mr. Peanut. Kudos to the crew and cast for an action movie that’s not a boring sequel or reboot. ",5
"There’s so much I can say about this movie as I’m trying to get my thoughts together. I think it’s a RARE movie. Original. A Bold movie. It really shows how the Russo Brothers can make movies outside of Marvel! I feel they made a masterpiece with The Electric State! It’s a RARE movie in terms of storytelling and the messages throughout the film. Even though it is a Sci-Fi film in an alternate version of the 90’s, there’s so many surreal moments that I feel replicate things of how people use their technology in real life. That’s a bold message in itself. There’s a lot of rarity about this movie in terms of the messages! Also I’ll make sure I say NO SPOILERS. I think everyone should watch The Electric State to see how all the messages and how the story is crafted. It’s something to witness and I will watch it again. Millie Bobby Brown brings Michelle to life in her story. You get to see a heartwarming family dynamic with Michelle and her brother Christopher, and then how as things progress how her life is turned upside down. I think it deals with grief in a masterful way. Where I feel it does punch you in the face with feels. Millie Bobby Brown and Chris Pratt both hold a lot of the emotional weight of the movie and they do it really well. Really RARE message at the very end of the movie. A fantastic way to end the movie. I feel that message for the movie is a nice send off message the Russo Brothers want to convey to the audience. It’s a very uplifting and kind one. Millie Bobby Brown also really plays off well with Chris Pratt as Keats! His introduction scene, Chris Pratt really adds to the movie and story! I’ll say he has a definition of swagger in his introduction scene. Another layer of cool. I also feel that Chris Pratt is a scene stealer in the movie. I think this movie will surprise people as I was greatly surprised in terms of where it would go. We also have voice talents of the cast. One being I loved Woody Harrelson as Mr. Peanut! We have the voice talents also of Jenny Slate, Brian Cox, Anthony Mackie, Colman Domingo and Giancarlo Esposito. We have Stanley Tucci who really plays a good villain you might want to punch in the face. There’s something fun and whimsical about the robots. Everyone should watch this movie!",5
"For me, despite all the negative reviews, this came out of the left field and hit home. Good casting and a lot of great one liners.",4
"""The Electric State"" is great. The critics could not have been more wrong. ",5
This is an excellent movie. ,5
"If there’s any critique, it would be that the pacing in some parts may feel slow for those expecting a more action-heavy film. However, the film’s emotional weight and thought-provoking themes make up for it, leaving a lasting impact.",5
I liked the movie! The end. ,5
"This movie is fine... melodramatic start. Muddling middle with a decent to good ending.

Was it worth the money they spent, probably not... but what you have is a fun movie with some of the BEST voice talent ever assembled into a single project with some great music and visuals to boot.

Is it just me or at her age, Millie Bobby Brown can do a spot-on American accent (as she's been doing for years... but it always jars me hearing her normal voice in interviews and such)?

Not great, but not lacking entertainment value.",3
"From start to finish this was a great fun adventure. The tech, the story, the heart all added up to something I smiled while watching. Nostalgia like a Spielberg from added to a lot of really great creative CGI to boot. The actors did a great job and of course so did the voice actors. I really had a comic book scifi moment with this movie.

Running around as getting chased by the big bad it's common but it's how the heart of it makes you feel good going on the adventure in this alternate future, but still very similar theme to the creator. You'll never look at animatronics the same ever again. I hope they make this into a sandbox game is would be amazing.",5
"Its got great visual design throughout, as for if its a good movie, its as good as other hollywood movies...Am I giving it an extra star to bring the average rating up - Yes, yes I am. ",5
"I enjoyed this film and got exactly what I wanted from it. The top-notch CGI brings the mechanical world to life, while Chris Pratt and Millie Bobby Brown’s charm make it even more entertaining. Though the story isn’t groundbreaking and has some familiar moments, its creativity, stunning visuals and oddball characters kept me engaged for the entire two-hour runtime. The Electric State delivers a thrilling and visually captivating experience for sci-fi and adventure fans alike—and is definitely worth seeing.",4
"I'm about to start it but in case I forget I wanted to voice my displeasure at it being PG-13 instead of R and at having such recognizable actors and maybe for spending too much money but we'll see. I have a feeling that watching video essays about the source material is going to make this a hard watch as I have specific expectations that are going to be hard to check at the door.

Post watch: holy crap was I wrong! It's not the movie I wanted but it's pretty great. Enjoyable characters, decent acting, good effects. Much as I want a darker version this I can watch with my step daughter so there's that. ",4
"The critics are drunk or high or both. This movie is literally what the movies are all about. It's fun, entertaining, downright hilarious and wholesome all at the same time.

Seems like the critics think every movie out here is trying to contend for picture of the year.. News flash. They aren't. This movies plot isn't some brand new take that's going to knock your socks off. But it fmdiesnt need to be. The plot is engaging and the characters are fantastic.

Critics keep saying it's 2 hours of your life you will never get back. That's the worst take of the year. Microwave some popcorn, grab the kids, and sit down and have a dang good time for 2 hours. Thank me later. ",5
"I liked the movie. Cannot understand the bad critics. Was expecting the worst after reading all the bad reviews. But turned out they were BS and the movie entertained me good. 
Never trust the critics, that's sth I learned for a while now.",4.5
OK movie but not worth all the hype ,2
"The 'critic' reviews show how irrelevant they are. Not earth shattering but good backstory, good writing, very good CGI and good performances. Definetely worth a watch.",4
I usually dont agree with critic reviews but this was a terrible movie with an inflated budget. It was predictable and unfunny.,0.5
Great popcorn movie with a great cast!,4
"Electric State bietet auf den ersten Blick eine interessante futuristische Welt, die optisch durchaus einiges zu bieten hat. Die visuelle Umsetzung wirkt ansprechend und zeigt Ansätze, die das Genre bereichern könnten. Insbesondere die futuristischen Landschaften und die Produktionselemente vermitteln eine gewisse Atmosphäre, die neugierig macht.

Allerdings kommt es an der Story und der Charakterentwicklung zu kurz. Die Handlung wirkt schnell abgefertigt und ist in vielerlei Hinsicht zu vorhersehbar. Es fehlen überraschende Wendungen und eine tiefere Auseinandersetzung mit den Figuren, sodass man als Zuschauer nur selten wirklich emotional abgeholt wird. Trotz der ambitiösen Prämisse bleibt der Film insgesamt oberflächlich und bietet mehr Routine als innovative Ideen.

Fazit:
Electric State ist ein solider Sci-Fi-Film, den man sich anschauen kann, wenn man in die futuristische Welt eintauchen möchte – jedoch bleibt er als Durchschnittswerk ohne echte Highlights zurück. Ein klassischer 08-15-Film, der zwar unterhält, aber nicht nachhaltig im Gedächtnis bleibt.",1.5
Great movie. I hope there’s a second!,4.5
this was so good. if u thought this was bad then lower ur damn ego. couldve used the 320mil a little better but still so awesome and emotional.,5
"The Russo Brothers has yet again given us satisfying entertainment with this retro-futuristic movie.
'THE ELECTRIC STATE' delivers a well blend of sci-fi coupled with not to many but accurate action scenes. Although the movie isn't the best from the brilliant directors it's definitely not their worst too.
In this thriller we see a world of robots vs. humans and though there were some plot holes and some performances weren't ""there"" the Russo Brothers' managed to blend action with sentimentality but not at the cost of humor.

All being said, 'THE ELECTRIC STATE' was worth the watch.",3.5
"Nope. What a wasted opportunity. Remove the actors, add unknown actors for believability, and make it darker.  ",1
"I will say not bad, funny and good special effects. More interesting to watch than Mikey 17",4
Yet another  lowest common denominator movie. Netflix movies exist to prove the fact that most people have bad taste. ,0.5
"Boring, tonally mixed, terrible performances, awful dialogue, pacing all over the show.

One star for the CGI and robot designs.
Half a star for MBB's lips.",1.5
Great writing and great cast. Special effectser A+. Great cinematography a great story It was a pleasure to watch this film sometimes I scratch my head as to why the so-called real professional reviewers are so hateful on a film.,5
"I watched this together with my spouse, and we both enjoyed it thoroughly. It reminded us of Ready Player One and also “Artificial Intelligence” (the Spielberg film). The practical effects were especially pleasing to see, and also the outdoor sets. The robot designs were just enough 1950’s style to not be too creepy.

A good popcorn film.",4.5
"We have yet another 2025 movie where Ke Huy Quan is the best part of the film! Unfortunately he’s not in this for very long (and it’s mostly a voice over role)… so it’s overall very generic and forgettable. How this movie is one of the most expensive ever made I will never know. The Russo Brothers have yet to deliver a good movie outside of Marvel, and still studios give them ginormous budgets for them to deliver background noise like this. Where are the guys who delivered some of the most crowd pleasing and entertaining movies I’ve ever seen? With Marvel, they really seemed to be in touch with what the audience wanted and knew how to deliver a solid final product, but here it’s like they’ve forgotten everything. I just cannot comprehend how they went from Endgame to this kind of narrative blunder and shot to shot incompetence. That not only goes for the Russo’s, but also writers Markus and McFeely. The Electric State, while slightly better than what people are saying, is your typical generic streaming/Netflix movie. It prioritizes style and spectacle over substance, resulting in a somewhat lifeless experience that (somehow) manages to deliver a few emotions by the end. Some of the character dynamics are fun, but the final package features FAR more misses than hits. It doesn’t help that Millie Bobby Brown and Chris Pratt have no chemistry, and their performances are stiff and lifeless. It boasts a really cool premise but ultimately falls short. I remember being excited by the idea and concept art… and this was nothing like it. I wanted so much more from this. Typical of a Netflix film. And becoming more and more typical of the Russo’s. I just hope the next Avengers movies don’t leave me feeling the way this did. What a waste of money and a great premise. It’s pretty bad, and just disappointing. Bland nothingness.

I didn’t completely hate it, I just hate that so much money was blown on such a lacklustre movie when like 10 great ones could’ve been made for that price.",2
"This is the exact movie that i expect on streaming. It's nothing new, flaud and really not that deep of a movie but looks pretty good and keeps you entertained for a while. It's the exact movie that we're talking about when saying it's something to have on in the background.",2.5
